SN,TN,ORD,CN
BIA_BA_CAL,BIL_BRM_NHUR_ORDER_DTLS,38,TRANSACTION_TYPE_C
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,1,HFS_PRI_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,2,HFS_ORDER_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,3,HFS_PRI_STATUS
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,4,HFS_SERVICE_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,5,HFS_SERVICE_TYPE
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,6,HFS_TECHNOLOGY_TYPE
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,7,HFS_SERVICE_CREATION_DT
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,8,HFS_SERVICE_CONFIRMED_DT
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,9,HFS_SERVICE_COMMENCEMENT_DT
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,10,HFS_SERVICE_TERMINATION_DT
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,11,HFS_ROLLOUT_REGION_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,12,HFS_LOCATION_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,13,HFS_ORDER_COMPLETION_DT
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,14,HFS_ORDER_CATEGORY
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,15,HFS_ORDER_TYPE
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,16,HFS_ORDER_STATUS
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,17,HFS_APPOINTMENT_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,18,HFS_BAN
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,19,HFS_DEAL_CD
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,20,HFS_DEAL_NAME
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,21,HFS_ANCILLARY_CHARGE_CD
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,22,HFS_ANCILLARY_CHARGE_NAME
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,23,HFS_ANCILLARY_CHARGE_AMOUNT
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,24,HFS_PRICE_OVERRIDE_FLAG
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,25,HFS_USE_RIGHT_INSTALL_CHARGE_FLAG
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,26,HFS_LEADIN_OWNER
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,27,HFS_INSTALLATION_TYPE
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,28,HFS_EQUIPMENT_INSTALLED
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,29,HFS_EQUIPMENT_INSTALLED_BY_FOXTEL
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,30,HFS_IS_LATEST_ORDER
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,31,EFFECTIVE_FROM_TS
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,32,EFFECTIVE_TO_TS
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,33,IS_DELETED_YN
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,34,PROCESS_INSERT_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,35,PROCESS_UPDATE_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,36,ROW_NATURAL_ID
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,37,SOURCE_SYSTEM_C
BIA_BA_CAL,BIL_HFS_NHUR_ORDER_DTLS,38,TRANSACTION_TYPE_C
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,1,RECON_ID
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,2,RECON_DESCRIPTION
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,3,RECON_TYPE
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,4,BRM_SCHEMA_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,5,BRM_TABLE_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,6,BRM_COLUMN_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,7,HFS_SCHEMA_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,8,HFS_TABLE_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,9,HFS_COLUMN_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,10,SPT_SCHEMA_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,11,SPT_TABLE_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,12,SPT_COLUMN_NAME
BIA_BA_CAL,BIL_NHUR_RECON_CONFIG,13,UDS_CONFIG_DATE
BIA_BA_CAL,BIL_NHUR_RECON_FILTER,1,SOURCE_TABLE_NAME
BIA_BA_CAL,BIL_NHUR_RECON_FILTER,2,FILTER_CONDITION
BIA_BA_CAL,BIL_NHUR_RECON_FILTER,3,UDS_CONFIG_DATE
BIA_BA_CAL,BIL_NHUR_RECON_OUTPUT,1,RECON_DATE
BIA_BA_CAL,BIL_NHUR_RECON_OUTPUT,2,RECON_ID
BIA_BA_CAL,BIL_NHUR_RECON_OUTPUT,3,RECON_DESCRIPTION
BIA_BA_CAL,BIL_NHUR_RECON_OUTPUT,4,RECON_SOURCE_SYSTEMS
BIA_BA_CAL,BIL_NHUR_RECON_OUTPUT,5,ROW_NATURAL_ID
BIA_BA_CAL,BIL_NHUR_RECON_OUTPUT,6,RECON_OUTPUT
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,1,SPT_PRI_ID
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,2,SPT_ORDER_ID
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,3,SPT_PRI_STATUS
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,4,SPT_SERVICE_ID
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,5,SPT_SERVICE_TYPE
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,6,SPT_TECHNOLOGY_TYPE
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,7,SPT_SERVICE_CREATION_DT
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,8,SPT_SERVICE_CONFIRMED_DT
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,9,SPT_SERVICE_COMMENCEMENT_DT
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,10,SPT_SERVICE_TERMINATION_DT
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,11,SPT_ROLLOUT_REGION_ID
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,12,SPT_LOCATION_ID
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,13,SPT_ORDER_COMPLETION_DT
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,14,SPT_ORDER_CATEGORY
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,15,SPT_ORDER_TYPE
BIA_BA_CAL,BIL_SPT_NHUR_ORDER_DTLS,16,SPT_ORDER_STATUS
